symptoms,diagnoses 
"fever,chill,headache,vomiting,diarrhea,pain,joint,breathing,cough",malaria
"nausea,vomiting,diarrhea,pain,joint,breathing,cough",malaria
"fever,nausea,vomiting,diarrhea,pain,joint,breathing,cough",malaria
"chill,nausea,vomiting,diarrhea,pain,joint,breathing,cough",malaria
"fever,chill,nausea,vomiting,diarrhea,pain,joint,breathing,cough",malaria
"headache,nausea,vomiting,diarrhea,pain,joint,breathing,cough",malaria
"fever,headache,nausea,vomiting,diarrhea,pain,joint,breathing,cough",malaria
"chill,headache,nausea,vomiting,diarrhea,pain,joint,breathing,cough",malaria
"fever,chill,headache,nausea,vomiting,diarrhea,pain,joint,breathing,cough",malaria
"abdominal,pain,joint,breathing,cough",malaria
"fever,abdominal,pain,joint,breathing,cough",malaria
"chill,abdominal,pain,joint,breathing,cough",malaria
"fever,chill,abdominal,pain,joint,breathing,cough",malaria
"headache,abdominal,pain,joint,breathing,cough",malaria
"fever,headache,abdominal,pain,joint,breathing,cough",malaria
"chill,headache,abdominal,pain,joint,breathing,cough",malaria
"fever,chill,headache,abdominal,pain,joint,breathing,cough",malaria
"nausea,abdominal,pain,joint,breathing,cough",malaria
"fever,nausea,abdominal,pain,joint,breathing,cough",malaria
"chill,nausea,abdominal,pain,joint,breathing,cough",malaria
"fever,chill,nausea,abdominal,pain,joint,breathing,cough",malaria
"headache,nausea,abdominal,pain,joint,breathing,cough",malaria
"fever,headache,nausea,abdominal,pain,joint,breathing,cough",malaria
"chill,headache,nausea,abdominal,pain,joint,breathing,cough",malaria
"fever,chill,headache,nausea,abdominal,pain,joint,breathing,cough",malaria
"vomiting,abdominal,pain,joint,breathing,cough",malaria
"fever,vomiting,abdominal,pain,joint,breathing,cough",malaria
"chill,vomiting,abdominal,pain,joint,breathing,cough",malaria
"fever,chill,vomiting,abdominal,pain,joint,breathing,cough",malaria
"headache,vomiting,abdominal,pain,joint,breathing,cough",malaria
"fever,headache,vomiting,abdominal,pain,joint,breathing,cough",malaria
"chill,headache,vomiting,abdominal,pain,joint,breathing,cough",malaria
"fever,chill,headache,vomiting,abdominal,pain,joint,breathing,cough",malaria
"nausea,vomiting,abdominal,pain,joint,breathing,cough",malaria
"fever,nausea,vomiting,abdominal,pain,joint,breathing,cough",malaria
"chill,nausea,vomiting,abdominal,pain,joint,breathing,cough",malaria
"fever,chill,nausea,vomiting,abdominal,pain,joint,breathing,cough",malaria
"headache,nausea,vomiting,abdominal,pain,joint,breathing,cough",malaria
"fever,headache,nausea,vomiting,abdominal,pain,joint,breathing,cough",malaria
"chill,headache,nausea,vomiting,abdominal,pain,joint,breathing,cough",malaria
"fever,chill,headache,nausea,vomiting,abdominal,pain,joint,breathing,cough",malaria
"diarrhea,abdominal,pain,joint,breathing,cough",malaria
"fever,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"chill,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"fever,chill,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"headache,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"fever,headache,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"chill,headache,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"fever,chill,headache,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"nausea,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"fever,nausea,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"chill,nausea,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"fever,chill,nausea,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"headache,nausea,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"fever,headache,nausea,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"chill,headache,nausea,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"fever,chill,headache,nausea,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"vomiting,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"fever,vomiting,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"chill,vomiting,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"fever,chill,vomiting,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"headache,vomiting,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"fever,headache,vomiting,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"chill,headache,vomiting,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"fever,chill,headache,vomiting,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"nausea,vomiting,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"fever,nausea,vomiting,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"chill,nausea,vomiting,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"fever,chill,nausea,vomiting,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"headache,nausea,vomiting,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"fever,headache,nausea,vomiting,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"chill,headache,nausea,vomiting,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"fever,chill,headache,nausea,vomiting,diarrhea,abdominal,pain,joint,breathing,cough",malaria
"muscle,joint,breathing,cough",malaria
"fever,muscle,joint,breathing,cough",malaria
"chill,muscle,joint,breathing,cough",malaria
"fever,chill,muscle,joint,breathing,cough",malaria
"headache,muscle,joint,breathing,cough",malaria
"fever,headache,muscle,joint,breathing,cough",malaria
"chill,headache,muscle,joint,breathing,cough",malaria
"fever,chill,headache,muscle,joint,breathing,cough",malaria
"nausea,muscle,joint,breathing,cough",malaria
"fever,nausea,muscle,joint,breathing,cough",malaria
"chill,nausea,muscle,joint,breathing,cough",malaria
"fever,chill,nausea,muscle,joint,breathing,cough",malaria
"headache,nausea,muscle,joint,breathing,cough",malaria
"fever,headache,nausea,muscle,joint,breathing,cough",malaria
"chill,headache,nausea,muscle,joint,breathing,cough",malaria
"fever,chill,headache,nausea,muscle,joint,breathing,cough",malaria
"vomiting,muscle,joint,breathing,cough",malaria
"fever,vomiting,muscle,joint,breathing,cough",malaria
"chill,vomiting,muscle,joint,breathing,cough",malaria
"fever,chill,vomiting,muscle,joint,breathing,cough",malaria
"headache,vomiting,muscle,joint,breathing,cough",malaria
"fever,headache,vomiting,muscle,joint,breathing,cough",malaria
"chill,headache,vomiting,muscle,joint,breathing,cough",malaria
"fever,chill,headache,vomiting,muscle,joint,breathing,cough",malaria
"nausea,vomiting,muscle,joint,breathing,cough",malaria
"fever,nausea,vomiting,muscle,joint,breathing,cough",malaria
"chill,nausea,vomiting,muscle,joint,breathing,cough",malaria
"fever,chill,nausea,vomiting,muscle,joint,breathing,cough",malaria
"headache,nausea,vomiting,muscle,joint,breathing,cough",malaria
"fever,headache,nausea,vomiting,muscle,joint,breathing,cough",malaria
"chill,headache,nausea,vomiting,muscle,joint,breathing,cough",malaria
"fever,chill,headache,nausea,vomiting,muscle,joint,breathing,cough",malaria
"diarrhea,muscle,joint,breathing,cough",malaria
"fever,diarrhea,muscle,joint,breathing,cough",malaria
"chill,diarrhea,muscle,joint,breathing,cough",malaria
"fever,chill,diarrhea,muscle,joint,breathing,cough",malaria
"headache,diarrhea,muscle,joint,breathing,cough",malaria
"fever,headache,diarrhea,muscle,joint,breathing,cough",malaria
"chill,headache,diarrhea,muscle,joint,breathing,cough",malaria
"fever,chill,headache,diarrhea,muscle,joint,breathing,cough",malaria
"nausea,diarrhea,muscle,joint,breathing,cough",malaria
"fever,nausea,diarrhea,muscle,joint,breathing,cough",malaria
"chill,nausea,diarrhea,muscle,joint,breathing,cough",malaria
"fever,chill,nausea,diarrhea,muscle,joint,breathing,cough",malaria
"headache,nausea,diarrhea,muscle,joint,breathing,cough",malaria
"fever,headache,nausea,diarrhea,muscle,joint,breathing,cough",malaria
"chill,headache,nausea,diarrhea,muscle,joint,breathing,cough",malaria
"fever,chill,headache,nausea,diarrhea,muscle,joint,breathing,cough",malaria
"vomiting,diarrhea,muscle,joint,breathing,cough",malaria
"fever,vomiting,diarrhea,muscle,joint,breathing,cough",malaria
"chill,vomiting,diarrhea,muscle,joint,breathing,cough",malaria
"fever,chill,vomiting,diarrhea,muscle,joint,breathing,cough",malaria
"headache,vomiting,diarrhea,muscle,joint,breathing,cough",malaria
"fever,headache,vomiting,diarrhea,muscle,joint,breathing,cough",malaria
"chill,headache,vomiting,diarrhea,muscle,joint,breathing,cough",malaria
"fever,chill,headache,vomiting,diarrhea,muscle,joint,breathing,cough",malaria
"nausea,vomiting,diarrhea,muscle,joint,breathing,cough",malaria
"fever,nausea,vomiting,diarrhea,muscle,joint,breathing,cough",malaria
"chill,nausea,vomiting,diarrhea,muscle,joint,breathing,cough",malaria
"fever,chill,nausea,vomiting,diarrhea,muscle,joint,breathing,cough",malaria
"headache,nausea,vomiting,diarrhea,muscle,joint,breathing,cough",malaria
"fever,headache,nausea,vomiting,diarrhea,muscle,joint,breathing,cough",malaria
"chill,headache,nausea,vomiting,diarrhea,muscle,joint,breathing,cough",malaria
"fever,chill,headache,nausea,vomiting,diarrhea,muscle,joint,breathing,cough",malaria
"abdominal,muscle,joint,breathing,cough",malaria
"fever,abdominal,muscle,joint,breathing,cough",malaria
"chill,abdominal,muscle,joint,breathing,cough",malaria
"fever,chill,abdominal,muscle,joint,breathing,cough",malaria
"headache,abdominal,muscle,joint,breathing,cough",malaria
"fever,headache,abdominal,muscle,joint,breathing,cough",malaria
"chill,headache,abdominal,muscle,joint,breathing,cough",malaria
"fever,chill,headache,abdominal,muscle,joint,breathing,cough",malaria
"nausea,abdominal,muscle,joint,breathing,cough",malaria
"fever,nausea,abdominal,muscle,joint,breathing,cough",malaria
"chill,nausea,abdominal,muscle,joint,breathing,cough",malaria
"fever,chill,nausea,abdominal,muscle,joint,breathing,cough",malaria
"headache,nausea,abdominal,muscle,joint,breathing,cough",malaria
"fever,headache,nausea,abdominal,muscle,joint,breathing,cough",malaria
"chill,headache,nausea,abdominal,muscle,joint,breathing,cough",malaria
"fever,chill,headache,nausea,abdominal,muscle,joint,breathing,cough",malaria
"vomiting,abdominal,muscle,joint,breathing,cough",malaria
"fever,vomiting,abdominal,muscle,joint,breathing,cough",malaria
"chill,vomiting,abdominal,muscle,joint,breathing,cough",malaria
"fever,chill,vomiting,abdominal,muscle,joint,breathing,cough",malaria
"headache,vomiting,abdominal,muscle,joint,breathing,cough",malaria
"fever,headache,vomiting,abdominal,muscle,joint,breathing,cough",malaria
"chill,headache,vomiting,abdominal,muscle,joint,breathing,cough",malaria
"fever,chill,headache,vomiting,abdominal,muscle,joint,breathing,cough",malaria
"nausea,vomiting,abdominal,muscle,joint,breathing,cough",malaria
"fever,nausea,vomiting,abdominal,muscle,joint,breathing,cough",malaria
"chill,nausea,vomiting,abdominal,muscle,joint,breathing,cough",malaria
"fever,chill,nausea,vomiting,abdominal,muscle,joint,breathing,cough",malaria
"headache,nausea,vomiting,abdominal,muscle,joint,breathing,cough",malaria
"fever,headache,nausea,vomiting,abdominal,muscle,joint,breathing,cough",malaria
"chill,headache,nausea,vomiting,abdominal,muscle,joint,breathing,cough",malaria
"fever,chill,headache,nausea,vomiting,abdominal,muscle,joint,breathing,cough",malaria
"diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"fever,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"chill,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"fever,chill,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"headache,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"fever,headache,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"chill,headache,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"fever,chill,headache,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"nausea,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"fever,nausea,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"chill,nausea,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"fever,chill,nausea,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"headache,nausea,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"fever,headache,nausea,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"chill,headache,nausea,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"fever,chill,headache,nausea,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"vomiting,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"fever,vomiting,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"chill,vomiting,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"fever,chill,vomiting,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"headache,vomiting,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"fever,headache,vomiting,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"chill,headache,vomiting,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"fever,chill,headache,vomiting,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"nausea,vomiting,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"fever,nausea,vomiting,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"chill,nausea,vomiting,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"fever,chill,nausea,vomiting,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"headache,nausea,vomiting,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"fever,headache,nausea,vomiting,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"chill,headache,nausea,vomiting,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"fever,chill,headache,nausea,vomiting,diarrhea,abdominal,muscle,joint,breathing,cough",malaria
"pain,muscle,joint,breathing,cough",malaria
"fever,pain,muscle,joint,breathing,cough",malaria
"chill,pain,muscle,joint,breathing,cough",malaria
"fever,chill,pain,muscle,joint,breathing,cough",malaria
"headache,pain,muscle,joint,breathing,cough",malaria
"fever,headache,pain,muscle,joint,breathing,cough",malaria
"chill,headache,pain,muscle,joint,breathing,cough",malaria
"fever,chill,headache,pain,muscle,joint,breathing,cough",malaria
"nausea,pain,muscle,joint,breathing,cough",malaria
"fever,nausea,pain,muscle,joint,breathing,cough",malaria
"chill,nausea,pain,muscle,joint,breathing,cough",malaria
"fever,chill,nausea,pain,muscle,joint,breathing,cough",malaria
"headache,nausea,pain,muscle,joint,breathing,cough",malaria
"fever,headache,nausea,pain,muscle,joint,breathing,cough",malaria
"chill,headache,nausea,pain,muscle,joint,breathing,cough",malaria
"fever,chill,headache,nausea,pain,muscle,joint,breathing,cough",malaria
"vomiting,pain,muscle,joint,breathing,cough",malaria
"fever,vomiting,pain,muscle,joint,breathing,cough",malaria
"chill,vomiting,pain,muscle,joint,breathing,cough",malaria
"fever,chill,vomiting,pain,muscle,joint,breathing,cough",malaria
"headache,vomiting,pain,muscle,joint,breathing,cough",malaria
"fever,headache,vomiting,pain,muscle,joint,breathing,cough",malaria
"chill,headache,vomiting,pain,muscle,joint,breathing,cough",malaria
"fever,chill,headache,vomiting,pain,muscle,joint,breathing,cough",malaria
"nausea,vomiting,pain,muscle,joint,breathing,cough",malaria
"fever,nausea,vomiting,pain,muscle,joint,breathing,cough",malaria
"chill,nausea,vomiting,pain,muscle,joint,breathing,cough",malaria
"fever,chill,nausea,vomiting,pain,muscle,joint,breathing,cough",malaria
"headache,nausea,vomiting,pain,muscle,joint,breathing,cough",malaria
"fever,headache,nausea,vomiting,pain,muscle,joint,breathing,cough",malaria
"chill,headache,nausea,vomiting,pain,muscle,joint,breathing,cough",malaria
"fever,chill,headache,nausea,vomiting,pain,muscle,joint,breathing,cough",malaria
"diarrhea,pain,muscle,joint,breathing,cough",malaria
"fever,diarrhea,pain,muscle,joint,breathing,cough",malaria
"chill,diarrhea,pain,muscle,joint,breathing,cough",malaria
"fever,chill,diarrhea,pain,muscle,joint,breathing,cough",malaria
"headache,diarrhea,pain,muscle,joint,breathing,cough",malaria
"fever,headache,diarrhea,pain,muscle,joint,breathing,cough",malaria
"chill,headache,diarrhea,pain,muscle,joint,breathing,cough",malaria
"fever,chill,headache,diarrhea,pain,muscle,joint,breathing,cough",malaria
"nausea,diarrhea,pain,muscle,joint,breathing,cough",malaria
"fever,nausea,diarrhea,pain,muscle,joint,breathing,cough",malaria
"chill,nausea,diarrhea,pain,muscle,joint,breathing,cough",malaria
"fever,chill,nausea,diarrhea,pain,muscle,joint,breathing,cough",malaria
"headache,nausea,diarrhea,pain,muscle,joint,breathing,cough",malaria
"fever,headache,nausea,diarrhea,pain,muscle,joint,breathing,cough",malaria
"chill,headache,nausea,diarrhea,pain,muscle,joint,breathing,cough",malaria
"fever,chill,headache,nausea,diarrhea,pain,muscle,joint,breathing,cough",malaria
"vomiting,diarrhea,pain,muscle,joint,breathing,cough",malaria
"fever,vomiting,diarrhea,pain,muscle,joint,breathing,cough",malaria
"chill,vomiting,diarrhea,pain,muscle,joint,breathing,cough",malaria
"fever,chill,vomiting,diarrhea,pain,muscle,joint,breathing,cough",malaria
"headache,vomiting,diarrhea,pain,muscle,joint,breathing,cough",malaria
"fever,headache,vomiting,diarrhea,pain,muscle,joint,breathing,cough",malaria
"chill,headache,vomiting,diarrhea,pain,muscle,joint,breathing,cough",malaria
"fever,chill,headache,vomiting,diarrhea,pain,muscle,joint,breathing,cough",malaria
"nausea,vomiting,diarrhea,pain,muscle,joint,breathing,cough",malaria
"fever,nausea,vomiting,diarrhea,pain,muscle,joint,breathing,cough",malaria
"chill,nausea,vomiting,diarrhea,pain,muscle,joint,breathing,cough",malaria
"fever,chill,nausea,vomiting,diarrhea,pain,muscle,joint,breathing,cough",malaria
"headache,nausea,vomiting,diarrhea,pain,muscle,joint,breathing,cough",malaria
"fever,headache,nausea,vomiting,diarrhea,pain,muscle,joint,breathing,cough",malaria
"chill,headache,nausea,vomiting,diarrhea,pain,muscle,joint,breathing,cough",malaria
"fever,chill,headache,nausea,vomiting,diarrhea,pain,muscle,joint,breathing,cough",malaria
"abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,abdominal,pain,muscle,joint,breathing,cough",malaria
"chill,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,chill,abdominal,pain,muscle,joint,breathing,cough",malaria
"headache,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,headache,abdominal,pain,muscle,joint,breathing,cough",malaria
"chill,headache,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,chill,headache,abdominal,pain,muscle,joint,breathing,cough",malaria
"nausea,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,nausea,abdominal,pain,muscle,joint,breathing,cough",malaria
"chill,nausea,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,chill,nausea,abdominal,pain,muscle,joint,breathing,cough",malaria
"headache,nausea,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,headache,nausea,abdominal,pain,muscle,joint,breathing,cough",malaria
"chill,headache,nausea,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,chill,headache,nausea,abdominal,pain,muscle,joint,breathing,cough",malaria
"vomiting,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,vomiting,abdominal,pain,muscle,joint,breathing,cough",malaria
"chill,vomiting,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,chill,vomiting,abdominal,pain,muscle,joint,breathing,cough",malaria
"headache,vomiting,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,headache,vomiting,abdominal,pain,muscle,joint,breathing,cough",malaria
"chill,headache,vomiting,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,chill,headache,vomiting,abdominal,pain,muscle,joint,breathing,cough",malaria
"nausea,vomiting,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,nausea,vomiting,abdominal,pain,muscle,joint,breathing,cough",malaria
"chill,nausea,vomiting,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,chill,nausea,vomiting,abdominal,pain,muscle,joint,breathing,cough",malaria
"headache,nausea,vomiting,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,headache,nausea,vomiting,abdominal,pain,muscle,joint,breathing,cough",malaria
"chill,headache,nausea,vomiting,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,chill,headache,nausea,vomiting,abdominal,pain,muscle,joint,breathing,cough",malaria
"diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"chill,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,chill,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"headache,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,headache,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"chill,headache,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,chill,headache,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"nausea,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,nausea,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"chill,nausea,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,chill,nausea,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"headache,nausea,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,headache,nausea,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"chill,headache,nausea,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,chill,headache,nausea,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"vomiting,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,vomiting,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"chill,vomiting,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,chill,vomiting,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"headache,vomiting,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,headache,vomiting,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"chill,headache,vomiting,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,chill,headache,vomiting,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"nausea,vomiting,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,nausea,vomiting,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"chill,nausea,vomiting,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,chill,nausea,vomiting,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"headache,nausea,vomiting,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,headache,nausea,vomiting,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"chill,headache,nausea,vomiting,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"fever,chill,headache,nausea,vomiting,diarrhea,abdominal,pain,muscle,joint,breathing,cough",malaria
"fatigue,breathing,cough",malaria
"fever,fatigue,breathing,cough",malaria
"chill,fatigue,breathing,cough",malaria
"fever,chill,fatigue,breathing,cough",malaria
"headache,fatigue,breathing,cough",malaria
"fever,headache,fatigue,breathing,cough",malaria
"chill,headache,fatigue,breathing,cough",malaria
"fever,chill,headache,fatigue,breathing,cough",malaria
"nausea,fatigue,breathing,cough",malaria
"fever,nausea,fatigue,breathing,cough",malaria
"chill,nausea,fatigue,breathing,cough",malaria
"fever,chill,nausea,fatigue,breathing,cough",malaria
"headache,nausea,fatigue,breathing,cough",malaria
"fever,headache,nausea,fatigue,breathing,cough",malaria
"chill,headache,nausea,fatigue,breathing,cough",malaria
"fever,chill,headache,nausea,fatigue,breathing,cough",malaria
"vomiting,fatigue,breathing,cough",malaria
"fever,vomiting,fatigue,breathing,cough",malaria
"chill,vomiting,fatigue,breathing,cough",malaria
"fever,chill,vomiting,fatigue,breathing,cough",malaria
"headache,vomiting,fatigue,breathing,cough",malaria
"fever,headache,vomiting,fatigue,breathing,cough",malaria
"chill,headache,vomiting,fatigue,breathing,cough",malaria
"fever,chill,headache,vomiting,fatigue,breathing,cough",malaria
"nausea,vomiting,fatigue,breathing,cough",malaria
"fever,nausea,vomiting,fatigue,breathing,cough",malaria
"chill,nausea,vomiting,fatigue,breathing,cough",malaria
"fever,chill,nausea,vomiting,fatigue,breathing,cough",malaria
"headache,nausea,vomiting,fatigue,breathing,cough",malaria
"fever,headache,nausea,vomiting,fatigue,breathing,cough",malaria
"chill,headache,nausea,vomiting,fatigue,breathing,cough",malaria
"fever,chill,headache,nausea,vomiting,fatigue,breathing,cough",malaria
"diarrhea,fatigue,breathing,cough",malaria
"fever,diarrhea,fatigue,breathing,cough",malaria
"chill,diarrhea,fatigue,breathing,cough",malaria
"fever,chill,diarrhea,fatigue,breathing,cough",malaria
"headache,diarrhea,fatigue,breathing,cough",malaria
"fever,headache,diarrhea,fatigue,breathing,cough",malaria
"chill,headache,diarrhea,fatigue,breathing,cough",malaria
"fever,chill,headache,diarrhea,fatigue,breathing,cough",malaria
"nausea,diarrhea,fatigue,breathing,cough",malaria
"fever,nausea,diarrhea,fatigue,breathing,cough",malaria
"chill,nausea,diarrhea,fatigue,breathing,cough",malaria
"fever,chill,nausea,diarrhea,fatigue,breathing,cough",malaria
"headache,nausea,diarrhea,fatigue,breathing,cough",malaria
"fever,headache,nausea,diarrhea,fatigue,breathing,cough",malaria
"chill,headache,nausea,diarrhea,fatigue,breathing,cough",malaria
"fever,chill,headache,nausea,diarrhea,fatigue,breathing,cough",malaria
"vomiting,diarrhea,fatigue,breathing,cough",malaria
"fever,vomiting,diarrhea,fatigue,breathing,cough",malaria
"chill,vomiting,diarrhea,fatigue,breathing,cough",malaria
"fever,chill,vomiting,diarrhea,fatigue,breathing,cough",malaria
"headache,vomiting,diarrhea,fatigue,breathing,cough",malaria
"fever,headache,vomiting,diarrhea,fatigue,breathing,cough",malaria
"chill,headache,vomiting,diarrhea,fatigue,breathing,cough",malaria
"fever,chill,headache,vomiting,diarrhea,fatigue,breathing,cough",malaria
"nausea,vomiting,diarrhea,fatigue,breathing,cough",malaria
"fever,nausea,vomiting,diarrhea,fatigue,breathing,cough",malaria
"chill,nausea,vomiting,diarrhea,fatigue,breathing,cough",malaria
"fever,chill,nausea,vomiting,diarrhea,fatigue,breathing,cough",malaria
"headache,nausea,vomiting,diarrhea,fatigue,breathing,cough",malaria
"fever,headache,nausea,vomiting,diarrhea,fatigue,breathing,cough",malaria
"chill,headache,nausea,vomiting,diarrhea,fatigue,breathing,cough",malaria
"fever,chill,headache,nausea,vomiting,diarrhea,fatigue,breathing,cough",malaria
"abdominal,fatigue,breathing,cough",malaria
"fever,abdominal,fatigue,breathing,cough",malaria
"chill,abdominal,fatigue,breathing,cough",malaria
"fever,chill,abdominal,fatigue,breathing,cough",malaria
"headache,abdominal,fatigue,breathing,cough",malaria
"fever,headache,abdominal,fatigue,breathing,cough",malaria
"chill,headache,abdominal,fatigue,breathing,cough",malaria
"fever,chill,headache,abdominal,fatigue,breathing,cough",malaria
"nausea,abdominal,fatigue,breathing,cough",malaria
"fever,nausea,abdominal,fatigue,breathing,cough",malaria
"chill,nausea,abdominal,fatigue,breathing,cough",malaria
"fever,chill,nausea,abdominal,fatigue,breathing,cough",malaria
"headache,nausea,abdominal,fatigue,breathing,cough",malaria
"fever,headache,nausea,abdominal,fatigue,breathing,cough",malaria
"chill,headache,nausea,abdominal,fatigue,breathing,cough",malaria
"fever,chill,headache,nausea,abdominal,fatigue,breathing,cough",malaria
"vomiting,abdominal,fatigue,breathing,cough",malaria
"fever,vomiting,abdominal,fatigue,breathing,cough",malaria
"chill,vomiting,abdominal,fatigue,breathing,cough",malaria
"fever,chill,vomiting,abdominal,fatigue,breathing,cough",malaria
